,Unnamed: 0,Unnamed: 0.1,index,city,gu,dong,park_name,park_type,park_area,park_exercise_facility,park_entertainment_facility,park_benefit_facility,park_cultural_facitiy,park_facility_other,park_open_year,reference_date,name,id,name_1,id_1,lat,lng
17,17,17,75,서울특별시,서초구,반포동,원촌,근린공원,9941.7,,,,,,2004.0,2018-06-30,반포동 원촌 근린공원,서울 서초구 사평대로45길 10,반포동 원촌,서울 서초구 사평대로45길 10,37.5063251046839,127.014699724248
18,18,18,76,서울특별시,서초구,우면동,태봉,근린공원,26555.7,,,,,,2005.0,2018-06-30,우면동 태봉 근린공원,서울 서초구 태봉로 117,우면동 태봉,서울 서초구 태봉로 117,37.4682517426698,127.028145932927
19,19,19,77,서울특별시,서초구,우면동,섬들,근린공원,15590.3,,,,,,2005.0,2018-06-30,우면동 섬들 근린공원,서울 서초구 태봉로2길 24,우면동 섬들,서울 서초구 태봉로2길 24,37.4613459355242,127.025381648602
20,20,20,78,서울특별시,서초구,우면동,망루,근린공원,56497.1,,,,,,2005.0,2018-06-30,우면동 망루 근린공원,no,우면동 망루,no,,
21,21,21,79,서울특별시,서초구,우면동,송동,근린공원,27472.8,,,,,,2009.0,2018-06-30,우면동 송동 근린공원,서울 서초구 우면동 777,우면동 송동,서울 서초구 우면동,37.458788193566,127.019944951147
22,22,22,80,서울특별시,서초구,양재동,말죽거리,근린공원,350200.0,,,,,,1984.0,2018-06-30,양재동 말죽거리 근린공원,서울 서초구 양재동,양재동 말죽거리,서울 서초구 남부순환로 2650,37.472004027621395,127.037463917199
23,23,23,81,서울특별시,서초구,방배동,방배,근린공원,228107.0,,,,,,1971.0,2018-06-30,방배동 방배 근린공원,서울 서초구 방배동 산 43-6,방배동 방배,서울 서초구 방배로 지하 80,37.4776214206114,126.997077505243
24,24,24,82,서울특별시,서초구,방배동,도구머리,근린공원,69578.4,,,,,,1978.0,2018-06-30,방배동 도구머리 근린공원,서울 서초구 방배동 75-6,방배동 도구머리,서울 서초구 방배동 75-6,,
25,25,25,83,서울특별시,서초구,방배동,방배동,근린공원,7003.0,,,,,,2000.0,2018-06-30,방배동 방배동 근린공원,서울 서초구 방배동 산 43-6,방배동 방배동,서울 서초구 효령로 29,37.4776214206114,126.997077505243
26,26,26,84,서울특별시,서초구,방배동,뒷  벌,어린이공원,5794.8,,,,,,1972.0,2018-06-30,방배동 뒷  벌 어린이공원,서울 서초구 방배중앙로 121,방배동 뒷  벌,no,,
27,27,27,85,서울특별시,서초구,방배동,청  두,어린이공원,1657.9,,,,,,1971.0,2018-06-30,방배동 청  두 어린이공원,서울 서초구 방배동,방배동 청  두,no,37.483413014657,126.994486969319
28,28,28,86,서울특별시,서초구,방배동,가  꿀,어린이공원,993.5,,,,,,1972.0,2018-06-30,방배동 가  꿀 어린이공원,서울 서초구 방배동 859-1,방배동 가  꿀,no,37.4879679890974,126.987585769074
29,29,29,87,서울특별시,서초구,방배동,까  치,어린이공원,1015.3,,,,,,1972.0,2018-06-30,방배동 까  치 어린이공원,서울 동작구 동작대로9길 35,방배동 까  치,no,37.4805392243217,126.979531452888
30,30,30,88,서울특별시,서초구,방배동,새  말,어린이공원,984.8,,,,,,1972.0,2018-06-30,방배동 새  말 어린이공원,서울 서초구 방배본동 794-16,방배동 새  말,no,37.4933125982818,126.988604861945
31,31,31,89,서울특별시,서초구,방배동,너른골,어린이공원,1216.0,,,,,,1971.0,2018-06-30,방배동 너른골 어린이공원,서울 서초구 방배동 144-18,방배동 너른골,서울 서초구 방배동 144-18,37.4874815342957,126.994851210438
32,32,32,90,서울특별시,서초구,방배동,정  문,어린이공원,993.1,,,,,,1972.0,2018-06-30,방배동 정  문 어린이공원,서울 서초구 방배동 985-3,방배동 정  문,서울 서초구 서초동 1724,37.4811669276636,126.999625767323
33,33,33,91,서울특별시,서초구,방배동,안  산,어린이공원,1615.6,,,,,,1971.0,2018-06-30,방배동 안  산 어린이공원,서울 서초구 방배동 979-44,방배동 안  산,no,37.480103138489206,126.992490466395
34,34,34,92,서울특별시,서초구,방배동,방  현,어린이공원,1781.5,,,,,,1971.0,2018-06-30,방배동 방  현 어린이공원,서울 서초구 효령로14다길 21,방배동 방  현,no,37.478227359364794,126.99162825681101
35,35,35,93,서울특별시,서초구,방배동,동  덕,어린이공원,936.0,,,,,,1978.0,2018-06-30,방배동 동  덕 어린이공원,서울 서초구 방배동 593-43,방배동 동  덕,no,37.475559779165295,126.993710647502
36,36,36,94,서울특별시,서초구,서초동,사도감,어린이공원,946.7,,,,,,1978.0,2018-06-30,서초동 사도감 어린이공원,서울 서초구 서초동 1359-12,서초동 사도감,서울 서초구 서초동 1359-12,37.4857448688596,127.031273174529
37,37,37,95,서울특별시,서초구,서초동,예  술,어린이공원,1006.3,,,,,,1978.0,2018-06-30,서초동 예  술 어린이공원,서울 서초구 반포대로8길 5-6,서초동 예  술,서울 서초구 반포대로8길 5-6,37.48338221307971,127.01245338394301
38,38,38,96,서울특별시,서초구,서초동,신  중,어린이공원,974.9,,,,,,1971.0,2018-06-30,서초동 신  중 어린이공원,서울 서초구 서초3동 1484-14,서초동 신  중,no,37.4823357742863,127.010687166324
39,39,39,97,서울특별시,서초구,서초동,장  안,어린이공원,969.0,,,,,,1971.0,2018-06-30,서초동 장  안 어린이공원,서울 서초구 서초3동 1556-5,서초동 장  안,no,37.491676003323605,127.01145052334101
40,40,40,98,서울특별시,서초구,서초동,마산말,어린이공원,984.9,,,,,,1971.0,2018-06-30,서초동 마산말 어린이공원,서울 서초구 서초동 1343-8,서초동 마산말,서울 서초구 서초동 1343-8,37.487164534923394,127.02671409477101
41,41,41,99,서울특별시,서초구,서초동,분토골,어린이공원,999.1,,,,,,1972.0,2018-06-30,서초동 분토골 어린이공원,서울 서초구 서초동 1627-4,서초동 분토골,서울 서초구 서초동 1627-4,37.488366136799705,127.01746319132499
42,42,42,100,서울특별시,서초구,서초동,상명달,어린이공원,991.5,,,,,,1972.0,2018-06-30,서초동 상명달 어린이공원,no,서초동 상명달,no,,
43,43,43,101,서울특별시,서초구,서초동,궁  현,어린이공원,985.5,,,,,,1971.0,2018-06-30,서초동 궁  현 어린이공원,no,서초동 궁  현,no,,
44,44,44,102,서울특별시,서초구,서초동,하명달,어린이공원,991.9,,,,,,1971.0,2018-06-30,서초동 하명달 어린이공원,서울 서초구 서초3동 1518-1,서초동 하명달,no,37.4858471828889,127.005432365723
45,45,45,103,서울특별시,서초구,서초동,당  골,어린이공원,1616.2,,,,,,1971.0,2018-06-30,서초동 당  골 어린이공원,서울 서초구 효령로68길 49-3,서초동 당  골,no,37.4854576399661,127.0225089517
46,46,46,104,서울특별시,서초구,반포동,고무래,어린이공원,5506.9,,,,,,,2018-06-30,반포동 고무래 어린이공원,no,반포동 고무래,no,,
47,47,47,105,서울특별시,서초구,잠원동,싸리재,어린이공원,991.9,,,,,,1971.0,2018-06-30,잠원동 싸리재 어린이공원,서울 서초구 잠원동 30-10,잠원동 싸리재,서울 서초구 잠원동 30-10,37.5133742525727,127.018231942097
48,48,48,106,서울특별시,서초구,잠원동,주  흥,어린이공원,959.2,,,,,,1977.0,2018-06-30,잠원동 주  흥 어린이공원,서울 서초구 잠원동 33-6,잠원동 주  흥,no,37.512183535496796,127.016673815972
49,49,49,107,서울특별시,서초구,반포동,언구비,어린이공원,1031.9,,,,,,1971.0,2018-06-30,반포동 언구비 어린이공원,서울 서초구 반포동 720,반포동 언구비,서울 서초구 강남대로83길 55,37.508954953671,127.020215374681
50,50,50,108,서울특별시,서초구,반포동,청  룡,어린이공원,945.1,,,,,,1971.0,2018-06-30,반포동 청  룡 어린이공원,서울 서초구 반포동,반포동 청  룡,no,37.5051446767402,127.013359062646
51,51,51,109,서울특별시,서초구,반포동,서  래,어린이공원,997.1,,,,,,1971.0,2018-06-30,반포동 서  래 어린이공원,서울 서초구 반포4동 71-6,반포동 서  래,서울 서초구 서래로 41,37.498304544733294,127.00030375185499
52,52,52,110,서울특별시,서초구,양재동,종  열,어린이공원,847.8,,,,,,1971.0,2018-06-30,양재동 종  열 어린이공원,서울 서초구 양재동 103-4,양재동 종  열,no,37.4740387279066,127.03374613698999
53,53,53,111,서울특별시,서초구,우면동,암산,어린이공원,1506.0,,,,,,1978.0,2018-06-30,우면동 암산 어린이공원,서울 서초구 우면동,우면동 암산,서울 서초구 우면동,37.4646530229736,127.01605116303999
54,54,54,112,서울특별시,서초구,우면동,잿말,어린이공원,2167.0,,,,,,1978.0,2018-06-30,우면동 잿말 어린이공원,no,우면동 잿말,no,,
55,55,55,113,서울특별시,서초구,우면동,식유촌,어린이공원,1009.0,,,,,,1979.0,2018-06-30,우면동 식유촌 어린이공원,서울 서초구 우면동,우면동 식유촌,서울 서초구 우면동,37.4646530229736,127.01605116303999
56,56,56,114,서울특별시,서초구,우면동,송동,어린이공원,1042.0,,,,,,1979.0,2018-06-30,우면동 송동 어린이공원,서울 서초구 우면동 491,우면동 송동,서울 서초구 우면동,37.4611107621515,127.015549791422
57,57,57,115,서울특별시,서초구,신원동,세원,어린이공원,1369.0,,,,,,1979.0,2018-06-30,신원동 세원 어린이공원,서울 관악구 법원단지5라길 7,신원동 세원,서울 관악구 법원단지5라길 7,37.477204422464794,126.921756833813
58,58,58,116,서울특별시,서초구,신원동,본마을,어린이공원,1234.0,,,,,,1979.0,2018-06-30,신원동 본마을 어린이공원,서울 서초구 신원동,신원동 본마을,서울 서초구 본마을2길 2,37.4440189779747,127.062170998757
59,59,59,117,서울특별시,서초구,신원동,청계숲,어린이공원,1470.0,,,,,,1979.0,2018-06-30,신원동 청계숲 어린이공원,서울 서초구 신원동 251,신원동 청계숲,서울 서초구 청계산로11길 14,37.447503332882704,127.058011251964
60,60,60,118,서울특별시,서초구,신원동,새쟁이,어린이공원,1586.0,,,,,,1979.0,2018-06-30,신원동 새쟁이 어린이공원,no,신원동 새쟁이,no,,
61,61,61,119,서울특별시,서초구,내곡동,안골,어린이공원,1192.0,,,,,,1979.0,2018-06-30,내곡동 안골 어린이공원,서울 서초구 내곡동,내곡동 안골,서울 서초구 내곡동,37.4582463131039,127.076916934729
62,62,62,120,서울특별시,서초구,내곡동,홍씨마을,어린이공원,1461.0,,,,,,,2018-06-30,내곡동 홍씨마을 어린이공원,서울 서초구 내곡동,내곡동 홍씨마을,서울 서초구 내곡동,37.4582463131039,127.076916934729
63,63,63,121,서울특별시,서초구,내곡동,아래샘,어린이공원,1059.0,,,,,,,2018-06-30,내곡동 아래샘 어린이공원,no,내곡동 아래샘,no,,
64,64,64,122,서울특별시,서초구,내곡동,윗샘,어린이공원,1084.0,,,,,,,2018-06-30,내곡동 윗샘 어린이공원,서울 서초구 내곡동 1-2128,내곡동 윗샘,서울 서초구 내곡동 1-2128,37.4584653214369,127.07165767268499
65,65,65,123,서울특별시,서초구,방배동,남태령,어린이공원,1328.0,,,,,,,2018-06-30,방배동 남태령 어린이공원,서울 서초구 방배동 2956-4,방배동 남태령,서울 서초구 방배동,37.466192507466104,126.988775259333
66,66,66,124,서울특별시,서초구,양재동,양  재,어린이공원,990.4,,,,,,1971.0,2018-06-30,양재동 양  재 어린이공원,서울 서초구 양재동 357,양재동 양  재,서울 서초구 남부순환로 지하 2585,37.4679536121045,127.044031518315
67,67,67,125,서울특별시,서초구,양재동,동  산,어린이공원,1890.4,,,,,,1979.0,2018-06-30,양재동 동  산 어린이공원,서울 서초구 동산로12길 8,양재동 동  산,서울 서초구 우면동,37.4713608503333,127.04505082189199
68,68,68,126,서울특별시,서초구,양재동,잔  디,어린이공원,1664.3,,,,,,1978.0,2018-06-30,양재동 잔  디 어린이공원,no,양재동 잔  디,no,,
69,69,69,127,서울특별시,서초구,양재동,계  리,어린이공원,1057.9,,,,,,1978.0,2018-06-30,양재동 계  리 어린이공원,no,양재동 계  리,no,,
70,70,70,128,서울특별시,서초구,반포동,나  리,어린이공원,4155.0,,,,,,1975.0,2018-06-30,반포동 나  리 어린이공원,서울 강남구 언주로 550 청광빌딩,반포동 나  리,서울 강남구 언주로 550 청광빌딩,37.507253998216896,127.040386400716
71,71,71,129,서울특별시,서초구,반포동,만  남,어린이공원,2965.0,,,,,,1975.0,2018-06-30,반포동 만  남 어린이공원,서울 강남구 논현로121길 64,반포동 만  남,서울 강남구 논현로121길 64,37.508308075796,127.02833378574101
72,72,72,130,서울특별시,서초구,반포동,푸  른,어린이공원,1851.0,,,,,,1975.0,2018-06-30,반포동 푸  른 어린이공원,서울 서초구 반포본동 1041,반포동 푸  른,no,37.5009397164173,126.989666080176
73,73,73,131,서울특별시,서초구,반포동,초  롱,어린이공원,2575.0,,,,,,1975.0,2018-06-30,반포동 초  롱 어린이공원,no,반포동 초  롱,no,,
74,74,74,132,서울특별시,서초구,반포동,한  수,어린이공원,4400.0,,,,,,1975.0,2018-06-30,반포동 한  수 어린이공원,서울 강남구 봉은사로 410,반포동 한  수,서울 강남구 봉은사로 410,37.510347445617796,127.045278963402
75,75,75,133,서울특별시,서초구,반포동,파랑새,어린이공원,4188.3,,,,,,1986.0,2018-06-30,반포동 파랑새 어린이공원,서울 서초구 신반포로15길 28,반포동 파랑새,서울 서초구 신반포로15길 28,37.5051177479144,126.994822743038
76,76,76,134,서울특별시,서초구,잠원동,반  원,어린이공원,6020.9,,,,,,1986.0,2018-06-30,잠원동 반  원 어린이공원,서울 서초구 신반포로23길 48,잠원동 반  원,no,37.5091727773047,127.00367654101801
77,77,77,135,서울특별시,서초구,반포동,장  미,어린이공원,4083.0,,,,,,1986.0,2018-06-30,반포동 장  미 어린이공원,서울 강남구 언주로87길 11,반포동 장  미,서울 강남구 언주로87길 11,37.5013647905062,127.042095775693
78,78,78,136,서울특별시,서초구,양재동,비  석,어린이공원,1500.6,,,,,,,2018-06-30,양재동 비  석 어린이공원,서울 서초구 양재1동 90-1,양재동 비  석,서울 서초구 양재동 227-3,37.4787538224158,127.041079250474
79,79,79,137,서울특별시,서초구,양재동,구  룡,어린이공원,1651.3,,,,,,,2018-06-30,양재동 구  룡 어린이공원,서울 서초구 논현로5길 28,양재동 구  룡,no,37.472066367235705,127.048182887528
80,80,80,138,서울특별시,서초구,서초동,교  대,어린이공원,993.2,,,,,,1982.0,2018-06-30,서초동 교  대 어린이공원,서울 서초구 서초동 1673-11,서초동 교  대,서울 서초구 서초동 1673-11,37.4940060226904,127.01529980282801
81,81,81,139,서울특별시,서초구,잠원동,코  아,어린이공원,1717.0,,,,,,1985.0,2018-06-30,잠원동 코  아 어린이공원,서울 서초구 신반포로23길 30,잠원동 코  아,no,37.5087856196011,127.003544417873
82,82,82,140,서울특별시,서초구,반포동,미  도,어린이공원,988.3,,,,,,1986.0,2018-06-30,반포동 미  도 어린이공원,서울 서초구 반포동 53-1,반포동 미  도,서울 서초구 방배로27길 18-4,37.5017905904957,127.010736532663
83,83,83,141,서울특별시,서초구,양재동,개  뜰,어린이공원,1530.4,,,,,,,2018-06-30,양재동 개  뜰 어린이공원,서울 서초구 양재동 260,양재동 개  뜰,no,37.4739950144476,127.04118053912902
84,84,84,142,서울특별시,서초구,양재동,버  들,어린이공원,1487.4,,,,,,,2018-06-30,양재동 버  들 어린이공원,서울 서초구 양재동 298,양재동 버  들,서울 강남구 논현로63길 62,37.473815766186796,127.04569396798
85,85,85,143,서울특별시,서초구,양재동,샛  별,어린이공원,1500.1,,,,,,,2018-06-30,양재동 샛  별 어린이공원,no,양재동 샛  별,no,,
86,86,86,144,서울특별시,서초구,양재동,두둑재,어린이공원,1703.8,,,,,,,2018-06-30,양재동 두둑재 어린이공원,서울 서초구 양재동 357,양재동 두둑재,서울 서초구 양재동 357,37.4679536121045,127.044031518315
87,87,87,145,서울특별시,서초구,양재동,횃  불,어린이공원,1496.9,,,,,,,2018-06-30,양재동 횃  불 어린이공원,서울 서초구 양재1동 66-4,양재동 횃  불,서울 서초구 바우뫼로31길 70 양재동횃불회관 선교동 2층 219호,37.478335226641896,127.037517953259
88,88,88,146,서울특별시,서초구,양재동,용  말,어린이공원,1994.5,,,,,,,2018-06-30,양재동 용  말 어린이공원,no,양재동 용  말,no,,
89,89,89,147,서울특별시,서초구,잠원동,새  터,어린이공원,1100.0,,,,,,1995.0,2018-06-30,잠원동 새  터 어린이공원,no,잠원동 새  터,no,,
90,90,90,148,서울특별시,서초구,잠원동,늘푸른,어린이공원,1600.0,,,,,,1995.0,2018-06-30,잠원동 늘푸른 어린이공원,서울 서초구 잠원로4길 33-6,잠원동 늘푸른,서울 서초구 잠원로4길 33-6,37.5132436522698,127.01043334271499
91,91,91,149,서울특별시,서초구,잠원동,아  름,어린이공원,1100.0,,,,,,1995.0,2018-06-30,잠원동 아  름 어린이공원,서울 강남구 학동로20길 63,잠원동 아  름,서울 강남구 학동로20길 63,37.509791926530205,127.026850530128
92,92,92,150,서울특별시,서초구,우면동,바우뫼,어린이공원,2023.7,,,,,,1989.0,2018-06-30,우면동 바우뫼 어린이공원,서울 서초구 바우뫼로 43,우면동 바우뫼,서울 서초구 바우뫼로 43,37.471742187580794,127.02690123729201
93,93,93,151,서울특별시,서초구,우면동,동  문,어린이공원,1515.2,,,,,,1989.0,2018-06-30,우면동 동  문 어린이공원,서울 서초구 우면동 70-1,우면동 동  문,no,37.472681697651204,127.02678422971701
94,94,94,152,서울특별시,서초구,우면동,효  자,어린이공원,2481.0,,,,,,,2018-06-30,우면동 효  자 어린이공원,no,우면동 효  자,no,,
95,95,95,153,서울특별시,서초구,내곡동,능안,어린이공원,1156.0,,,,,,2005.0,2018-06-30,내곡동 능안 어린이공원,서울 서초구 내곡동,내곡동 능안,서울 서초구 내곡동,37.4582463131039,127.076916934729
96,96,96,154,서울특별시,서초구,방배동,효령,어린이공원,1432.8,,,,,,,2018-06-30,방배동 효령 어린이공원,서울 서초구 방배동 906-14,방배동 효령,서울 서초구 효령로 84,37.4831452479347,126.99754707190701
97,97,97,155,서울특별시,서초구,서초동,새싹,어린이공원,840.0,,,,,,2005.0,2018-06-30,서초동 새싹 어린이공원,서울 서초구 서초중앙로24길 19 나라빌딩 5층,서초동 새싹,서울 서초구 서초중앙로24길 19 나라빌딩 5층,37.495041139269205,127.015683475534
98,98,98,156,서울특별시,서초구,우면동,섶다리,어린이공원,1729.5,,,,,,2005.0,2018-06-30,우면동 섶다리 어린이공원,no,우면동 섶다리,no,,
99,99,99,157,서울특별시,서초구,우면동,샛말,어린이공원,1644.7,,,,,,,2018-06-30,우면동 샛말 어린이공원,no,우면동 샛말,no,,
100,100,100,158,서울특별시,서초구,방배동,햇 님,어린이공원,2119.1,,,,,,,2018-06-30,방배동 햇 님 어린이공원,서울 서초구 방배동 424-29,방배동 햇 님,no,37.4829457558889,126.98513435688801
101,101,101,159,서울특별시,서초구,방배동,소라,어린이공원,1782.4,,,,,,1975.0,2018-06-30,방배동 소라 어린이공원,서울 서초구 명달로 21,방배동 소라,서울 서초구 명달로 21,37.4793831491732,127.00578023112499
102,102,102,160,서울특별시,서초구,반포동,오솔길,어린이공원,2802.8,,,,,,2006.0,2018-06-30,반포동 오솔길 어린이공원,no,반포동 오솔길,no,,
103,103,103,161,서울특별시,서초구,우면동,큰마을,어린이공원,1964.4,,,,,,2007.0,2018-06-30,우면동 큰마을 어린이공원,no,우면동 큰마을,no,,
104,104,104,162,서울특별시,서초구,우면동,솔말,어린이공원,2720.0,,,,,,2009.0,2018-06-30,우면동 솔말 어린이공원,no,우면동 솔말,no,,
105,105,105,163,서울특별시,서초구,방배동,달님,어린이공원,259.5,,,,,,,2018-06-30,방배동 달님 어린이공원,서울 서초구 동광로3길 106,방배동 달님,서울 서초구 동광로3길 106,37.4956998183948,126.984644893234
106,106,106,164,서울특별시,서초구,우면동,우면,수변공원,21609.1,,,,,,2009.0,2018-06-30,우면동 우면 수변공원,서울 서초구 우면동 749,우면동 우면,서울 서초구 바우뫼로7길 11,37.4558724945825,127.015252925275
107,108,108,196,서울특별시,관악구,신원동,호박골,어린이공원,417.0,,흔들말+조합놀이대,,,,1944.0,2018-08-16,신원동 호박골 어린이공원,서울 관악구 신림동 1580-22,신원동 호박골,서울 관악구 신림동 1580-22,37.481971648066704,126.923944482496
108,109,109,197,서울특별시,관악구,남현동,군아파트,어린이공원,926.0,,그네+조합놀이대,,,,1970.0,2018-08-16,남현동 군아파트 어린이공원,서울 관악구 남현동 602-143,남현동 군아파트,서울 관악구 남현동 602-143,37.4718380700445,126.978944623923
109,110,110,198,서울특별시,관악구,남현동,상록,어린이공원,1557.0,,그네+흔들말+조합놀이대,,,,1970.0,2018-08-16,남현동 상록 어린이공원,서울 관악구 승방3나길 14,남현동 상록,서울 관악구 남현길 63,37.472906493875,126.980555608566
110,111,111,199,서울특별시,관악구,남현동,남현,어린이공원,554.0,,,,,,1970.0,2018-08-16,남현동 남현 어린이공원,서울 관악구 남현동,남현동 남현,서울 관악구 남부순환로 2014,37.474566758872,126.97784646962499
111,112,112,200,서울특별시,관악구,남현동,예촌,어린이공원,1509.0,,그네+흔들말+조합놀이대,화장실,,,1970.0,2018-08-16,남현동 예촌 어린이공원,서울 관악구 남현동,남현동 예촌,서울 관악구 남부순환로260길 83,37.474566758872,126.97784646962499
112,113,113,201,서울특별시,관악구,신사동,남부,어린이공원,990.0,,그네+흔들말+조합놀이대+오르는기구,,,,1970.0,2018-08-16,신사동 남부 어린이공원,서울 관악구 남부순환로163가길 20,신사동 남부,서울 강남구 선릉로 615 썬라이더빌딩 4층,37.484809127216,126.92069105187299
113,114,114,202,서울특별시,관악구,신림동,새들,어린이공원,979.0,,그네+흔들말+조합놀이대+오르는기구,,,,1970.0,2018-08-16,신림동 새들 어린이공원,서울 관악구 신림동 1441-42,신림동 새들,서울 관악구 관천로16길 55,37.4886539493377,126.925745285006
114,115,115,203,서울특별시,관악구,신림동,색동,어린이공원,952.0,,그네+흔들말+조합놀이대,,,,1970.0,2018-08-16,신림동 색동 어린이공원,서울 관악구 신림동,신림동 색동,서울 관악구 신림동,37.4874127684412,126.92712371368499
115,116,116,204,서울특별시,관악구,청룡동,송학,어린이공원,1013.0,,조합놀이대,,,,1971.0,2018-08-16,청룡동 송학 어린이공원,서울 관악구 남부순환로194길 52,청룡동 송학,서울 관악구 남부순환로194길 52,37.4824389171068,126.93480745317899
116,117,117,205,서울특별시,관악구,청룡동,비안,어린이공원,1661.0,,그네+조합놀이대+시소+흔들말,,,,1972.0,2018-08-16,청룡동 비안 어린이공원,서울 관악구 봉천동 1530-14,청룡동 비안,서울 관악구 장군봉6길 8,37.4808039908105,126.94017043657499
117,118,118,206,서울특별시,관악구,신사동,새빛,어린이공원,875.0,,그네+조합놀이대,,,,1977.0,2018-08-16,신사동 새빛 어린이공원,서울 관악구 신사로10길 29,신사동 새빛,서울 강남구 논현로149길 35 501호,37.486347003063294,126.915164422199
118,119,119,207,서울특별시,관악구,청룡동,용담,어린이공원,646.0,,그네+흔들말+조합놀이대+오르는기구,,,,1977.0,2018-08-16,청룡동 용담 어린이공원,no,청룡동 용담,no,,
119,120,120,208,서울특별시,관악구,청룡동,일선,어린이공원,1244.0,,그네+흔들말+조합놀이대,,,,1972.0,2018-08-16,청룡동 일선 어린이공원,서울 관악구 봉천동,청룡동 일선,서울 관악구 봉천동,37.482538491727,126.952165181187
120,121,121,209,서울특별시,관악구,청룡동,청룡,어린이공원,853.0,,미끄럼틀+흔들말+조합놀이대,,,,1972.0,2018-08-16,청룡동 청룡 어린이공원,서울 관악구 쑥고개로 100,청룡동 청룡,서울 관악구 쑥고개로 100,37.478946326449105,126.947648773898
121,122,122,210,서울특별시,관악구,삼성동,약수암,어린이공원,1680.0,,흔들말+조합놀이대,,,,1973.0,2018-08-16,삼성동 약수암 어린이공원,서울 관악구 약수암길 33,삼성동 약수암,서울 광진구 자양로13길 98,37.4595793496824,126.932977701605
